record,apuntador,fecha,transecto,direcion,placa,x_m,y_m,x_coord,y_coord,species,species_2,circ_cm,y04,y05,y06,y07,y08,y09,y10,y11,y12,y13,y14,y15,y16,sampled,
no_rec,gus,16-Mar-10,9,i,nn-161,55,1,55,169,conastegia xalapensis,Conastegia_xalapensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Nov-07,34,i,n-621,84,1,-84,169,conastegia xalapensis,Conastegia_xalapensis,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Sep-07,9,i,n-237,226,0.8,226,169.2,conastegia xalapensis,Conastegia_xalapensis,23,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Sep-07,9,i,n-236,215.5,0.5,215.5,169.5,conastegia xalapensis,Conastegia_xalapensis,24,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,7-Dec,37,i,n-642,178,5,-178,225,conastegia xalapensis,Conastegia_xalapensis,24,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,24 de abril2012,37,i,n-2209,4.6,3.4,-4.6,226.6,conastegia xalapensis,Conastegia_xalapensis,18,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,7-Dec,37,d,n-635,1,1,-1,231,conastegia xalapensis,Conastegia_xalapensis,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,3 de mayo 2012,45,i,n-2268,199,10,-199,380,conastegia xalapensis,Conastegia_xalapensis,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,7-Dec,45,i,n-746,188,7,-188,383,conastegia xalapensis,Conastegia_xalapensis,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,7-Dec,46,i,n-754,158,3,-158,407,conastegia xalapensis,Conastegia_xalapensis,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,4 de mayo 2010,46,d,nn-613,46,2,-46,412,conastegia xalapensis,Conastegia_xalapensis,15,0,0,0,0,0,0,0,0,0,1,2,0,0,no,
no_rec,gus,4 de mayo 2010,46,d,nn-614,44,2,-44,412,conastegia xalapensis,Conastegia_xalapensis,15,0,0,0,0,0,0,0,0,1,2,3,4,5,no,
no_rec,gus,7-Dec,46,d,n-760,96,4,-96,414,conastegia xalapensis,Conastegia_xalapensis,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,8 de mayo 2012,46,d,n-2274,187,6,-187,416,conastegia xalapensis,Conastegia_xalapensis,23,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
68,stacy,11 mayo 04,1,i,69,119.1,9.7,119.1,0.3,Conostegia xalapensis,Conastegia_xalapensis,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
67,stacy,11 mayo 04,1,i,64,112.5,3.4,112.5,6.6,Conostegia xalapensis,Conastegia_xalapensis,11.1,0,0,0,0,0,1,0,0,0,0,0,0,0,no,
15,stacy,11 mayo 04,1,i,15,74.5,2.3,74.5,7.7,Conostegia xalapensis,Conastegia_xalapensis,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
61,stacy,11 mayo 04,1,i,60,107,0.5,107,9.5,Conostegia xalapensis,Conastegia_xalapensis,18,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
72,stacy,11 mayo 04,1,d,75,107.35,0.8,107.35,10.8,Conostegia xalapensis,Conastegia_xalapensis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
73,stacy,11 mayo 04,1,d,62,105.3,0.9,105.3,10.9,Conostegia xalapensis,Conastegia_xalapensis,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
70,stacy,11 mayo 04,1,d,70,105.2,2.2,105.2,12.2,Conostegia xalapensis,Conastegia_xalapensis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
74,stacy,11 mayo 04,1,d,72,102.5,3.3,102.5,13.3,Conostegia xalapensis,Conastegia_xalapensis,12,0,0,0,0,1,0,1,2,3,0,0,0,0,no,
140,stacy,11 mayo 04,1,d,141,117.9,4.2,117.9,14.2,Conostegia xalapensis,Conastegia_xalapensis,11.4,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
50,stacy,11 mayo 04,1,d,50,19.9,6.7,19.9,16.7,Conostegia xalapensis,Conastegia_xalapensis,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
53,stacy,11 mayo 04,1,d,53,13.7,8,13.7,18,Conostegia xalapensis,Conastegia_xalapensis,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
333,stacy,13 mayo 04,2,i,336,101.8,7.6,101.8,22.4,Conostegia xalapensis,Conastegia_xalapensis,13.7,0,0,0,0,0,1,2,3,4,5,6,7,8,no,
312,stacy,13 mayo 04,2,i,299,59.7,3.2,59.7,26.8,Conostegia xalapensis,Conastegia_xalapensis,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
305,stacy,13 mayo 04,2,i,306,28.4,0.1,28.4,29.9,Conostegia xalapensis,Conastegia_xalapensis,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
391,stacy,13 mayo 04,2,d,389,98.3,2,98.3,32,Conostegia xalapensis,Conastegia_xalapensis,11.1,0,0,0,0,0,0,0,0,1,2,3,0,0,no,
423,stacy,13 mayo 04,2,d,428,9.4,6,9.4,36,Conostegia xalapensis,Conastegia_xalapensis,16,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
398,stacy,13 mayo 04,2,d,402,93.8,7.6,93.8,37.6,Conostegia xalapensis,Conastegia_xalapensis,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
401,stacy,13 mayo 04,2,d,404,93.6,9.2,93.6,39.2,Conostegia xalapensis,Conastegia_xalapensis,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
563,jorge,26 mayo 2004,3,i,587,94.1,8.9,94.1,41.1,Conostegia xalapensis,Conastegia_xalapensis,11,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
545,jorge,26 mayo 2004,3,i,571,42.9,6.2,42.9,43.8,Conostegia xalapensis,Conastegia_xalapensis,60,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,2-Feb-12,3,i,n-2013,46,6,46,44,Conostegia xalapensis,Conastegia_xalapensis,18,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,25-Feb-10,3,i,nn-43,94,6,94,44,Conostegia xalapensis,Conastegia_xalapensis,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
565,jorge,26 mayo 2004,3,i,548,94.2,5,94.2,45,Conostegia xalapensis,Conastegia_xalapensis,32.7,0,0,1,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,25-Feb-10,3,i,nn-42,94,2.5,94,47.5,Conostegia xalapensis,Conastegia_xalapensis,14,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
566,jorge,26 mayo 2004,3,i,550,95.2,2.3,95.2,47.7,Conostegia xalapensis,Conastegia_xalapensis,13,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,3,i,n-66,467,1.5,467,48.5,Conostegia xalapensis,Conastegia_xalapensis,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,25-Feb-10,3,i,nn-44,95,1,95,49,Conostegia xalapensis,Conastegia_xalapensis,16,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
546,jorge,26 mayo 2004,3,i,528,44,0.6,44,49.4,Conostegia xalapensis,Conastegia_xalapensis,64,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
584,jorge,26 mayo 2004,3,d,570,62.5,0,62.5,50,Conostegia xalapensis,Conastegia_xalapensis,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,3,d,n-78,95,1,95,51,Conostegia xalapensis,Conastegia_xalapensis,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,3,d,n-79,94,2,94,52,Conostegia xalapensis,Conastegia_xalapensis,13.1,0,0,0,0,0,0,1,0,0,0,0,0,0,no,
no_rec,gus,25-Feb-10,3,d,nn-41,93,2.5,93,52.5,Conostegia xalapensis,Conastegia_xalapensis,15,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
573,jorge,26 mayo 2004,3,d,556,86.2,3.5,86.2,53.5,Conostegia xalapensis,Conastegia_xalapensis,30.5,0,0,0,0,0,0,0,0,0,0,0,1,2,yes,
598,jorge,26 mayo 2004,3,d,586,19.1,4.8,19.1,54.8,Conostegia xalapensis,Conastegia_xalapensis,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
732,stacy,27 mayo 2004,3,d,715,440.9,6.7,440.9,56.7,Conostegia xalapensis,Conastegia_xalapensis,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
568,jorge,26 mayo 2004,3,d,593,96,7.9,96,57.9,Conostegia xalapensis,Conastegia_xalapensis,20,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
580,jorge,26 mayo 2004,3,d,603,65.9,8,65.9,58,Conostegia xalapensis,Conastegia_xalapensis,14,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,2-Feb-12,3,d,n-2014,203,8,203,58,Conostegia xalapensis,Conastegia_xalapensis,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,3,d,n-82,96.5,10,96.5,60,Conostegia xalapensis,Conastegia_xalapensis,17,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,25-Feb-10,3,d,nn-59,404,10,404,60,Conostegia xalapensis,Conastegia_xalapensis,21,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,26-Feb-10,4,i,nn-89,80,10,80,60,Conostegia xalapensis,Conastegia_xalapensis,16,0,0,0,0,0,0,0,0,1,0,0,0,1,no,
793,stacy,27 mayo 2004,4,i,910,28.5,9,28.5,61,Conostegia xalapensis,Conastegia_xalapensis,15,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
851,stacy,27 mayo 2004,4,i,830,113.2,6.5,113.2,63.5,Conostegia xalapensis,Conastegia_xalapensis,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,4,i,n-84,96,6,96,64,Conostegia xalapensis,Conastegia_xalapensis,11,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,4,i,n-83,95.5,5,95.5,65,Conostegia xalapensis,Conastegia_xalapensis,17,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,4,i,n-76,68,4.5,68,65.5,Conostegia xalapensis,Conastegia_xalapensis,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
786,stacy,27 mayo 2004,4,i,761,8.4,4.3,8.4,65.7,Conostegia xalapensis,Conastegia_xalapensis,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
850,stacy,27 mayo 2004,4,i,905,111.2,3.4,111.2,66.6,Conostegia xalapensis,Conastegia_xalapensis,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
806,stacy,27 mayo 2004,4,i,918,97,1.5,97,68.5,Conostegia xalapensis,Conastegia_xalapensis,13,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
no_rec,gus,26-Feb-10,4,i,nn-74,266,1,266,69,Conostegia xalapensis,Conastegia_xalapensis,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
808,stacy,27 mayo 2004,4,i,814,97.7,0.3,97.7,69.7,Conostegia xalapensis,Conastegia_xalapensis,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
837,stacy,27 mayo 2004,4,d,940,33.3,0.9,33.3,70.9,Conostegia xalapensis,Conastegia_xalapensis,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
813,stacy,27 mayo 2004,4,d,924,85.6,1.5,85.6,71.5,Conostegia xalapensis,Conastegia_xalapensis,19.6,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
820,stacy,27 mayo 2004,4,d,930,72.8,2.6,72.8,72.6,Conostegia xalapensis,Conastegia_xalapensis,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
812,stacy,27 mayo 2004,4,d,816,96.2,4,96.2,74,Conostegia xalapensis,Conastegia_xalapensis,15,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,4,d,n-86,96,4,96,74,Conostegia xalapensis,Conastegia_xalapensis,18,0,0,0,0,0,0,0,0,0,0,1,2,3,no,
822,stacy,27 mayo 2004,4,d,785,64.2,4.5,64.2,74.5,Conostegia xalapensis,Conastegia_xalapensis,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
817,stacy,27 mayo 2004,4,d,818,95.9,8.1,95.9,78.1,Conostegia xalapensis,Conastegia_xalapensis,82.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
832,stacy,27 mayo 2004,4,d,822,48.4,9.5,48.4,79.5,Conostegia xalapensis,Conastegia_xalapensis,75.2,0,0,1,0,1,0,0,1,2,3,4,0,0,no,
1051,stacy,28 mayo 2004,5,i,1027,17.2,10,17.2,80,Conostegia xalapensis,Conastegia_xalapensis,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,8-Feb-12,5,i,n-2019,88,9,88,81,Conostegia xalapensis,Conastegia_xalapensis,21,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1193,stacy,29 mayo 2004,5,i,1207,268.8,8.8,268.8,81.2,Conostegia xalapensis,Conastegia_xalapensis,23.3,0,0,0,0,1,2,0,0,0,0,0,0,0,no,
1062,stacy,28 mayo 2004,5,i,1032,51.1,8.2,51.1,81.8,Conostegia xalapensis,Conastegia_xalapensis,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1067,stacy,28 mayo 2004,5,i,1034,66,7.8,66,82.2,Conostegia xalapensis,Conastegia_xalapensis,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1079,stacy,28 mayo 2004,5,i,1039,98.3,3.8,98.3,86.2,Conostegia xalapensis,Conastegia_xalapensis,32.7,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
1080,stacy,28 mayo 2004,5,i,1096,99,0.36,99,89.64,Conostegia xalapensis,Conastegia_xalapensis,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,5,d,n-109,28,1.4,28,91.4,Conostegia xalapensis,Conastegia_xalapensis,10,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1093,stacy,29 mayo 2004,5,d,1102,5.5,3.9,5.5,93.9,Conostegia xalapensis,Conastegia_xalapensis,33.1,0,0,1,2,3,4,5,6,7,8,9,0,0,no,
1084,stacy,28 mayo 2004,5,d,1045,97.5,4.6,97.5,94.6,Conostegia xalapensis,Conastegia_xalapensis,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,9-Mar-10,5,d,nn-96,78,5,78,95,Conostegia xalapensis,Conastegia_xalapensis,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1146,stacy,29 mayo 2004,5,d,1170,188.4,6.8,188.4,96.8,Conostegia xalapensis,Conastegia_xalapensis,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1082,stacy,28 mayo 2004,5,d,1040,98.3,7.8,98.3,97.8,Conostegia xalapensis,Conastegia_xalapensis,11.2,0,0,0,0,0,0,0,0,1,2,0,0,0,no,
1304,stacy,29 mayo 2004,5,d,1345,461.2,9.7,461.2,99.7,Conostegia xalapensis,Conastegia_xalapensis,39,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,18 de abril 2012,31,i,n-2198,0,8,0,102,conostegia xalapensis,Conastegia_xalapensis,37,0,0,0,0,0,0,0,0,0,1,0,0,0,no,
1346,jorge,10 junio 04,6,i,1328,94.2,6.1,94.2,103.9,Conostegia xalapensis,Conastegia_xalapensis,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1431,jorge,10 junio 04,6,i,1465,203.5,3.8,203.5,106.2,Conostegia xalapensis,Conastegia_xalapensis,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7236,jorge,1 septiembre 2004,31,i,7230,94.3,3.8,-94.3,106.2,conostegia xalapensis,Conastegia_xalapensis,40,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1348,jorge,10 junio 04,6,i,1329,93.8,2.9,93.8,107.1,Conostegia xalapensis,Conastegia_xalapensis,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1347,jorge,10 junio 04,6,i,1367,92.3,1.5,92.3,108.5,Conostegia xalapensis,Conastegia_xalapensis,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1349,jorge,10 junio 04,6,i,1368,91.9,0.9,91.9,109.1,Conostegia xalapensis,Conastegia_xalapensis,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1350,jorge,10 junio 04,6,i,1369,91.3,0.2,91.3,109.8,Conostegia xalapensis,Conastegia_xalapensis,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1360,jorge,10 junio 04,6,d,1335,74.7,1,74.7,111,Conostegia xalapensis,Conastegia_xalapensis,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1429,jorge,10 junio 04,6,d,1422,103.6,1.2,103.6,111.2,Conostegia xalapensis,Conastegia_xalapensis,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1351,jorge,10 junio 04,6,d,1370,91.2,1.5,91.2,111.5,Conostegia xalapensis,Conastegia_xalapensis,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1356,jorge,10 junio 04,6,d,1374,100,2.4,100,112.4,Conostegia xalapensis,Conastegia_xalapensis,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1366,jorge,10 junio 04,6,d,1377,67.6,2.4,67.6,112.4,Conostegia xalapensis,Conastegia_xalapensis,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7198,jorge,1 septiembre 2004,31,d,7305,23.8,2.5,-23.8,112.5,conostegia xalapensis,Conastegia_xalapensis,14,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1352,jorge,10 junio 04,6,d,1330,88.2,2.8,88.2,112.8,Conostegia xalapensis,Conastegia_xalapensis,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1362,jorge,10 junio 04,6,d,1334,72.4,3.1,72.4,113.1,Conostegia xalapensis,Conastegia_xalapensis,40.6,0,0,0,0,0,0,0,0,0,0,0,1,2,no,
no_rec,gus,11-Mar-10,6,d,nn-138,3,5,3,115,Conostegia xalapensis,Conastegia_xalapensis,37,0,0,0,0,0,0,1,2,3,4,0,0,0,no,
1374,jorge,10 junio 04,6,d,1390,27.3,5.2,27.3,115.2,Conostegia xalapensis,Conastegia_xalapensis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,8-Feb-12,6,d,n-2022,85,6,85,116,Conostegia xalapensis,Conastegia_xalapensis,18,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7263,jorge,1 septiembre 2004,31,d,7338,203.1,6.3,-203.1,116.3,conostegia xalapensis,Conastegia_xalapensis,60,0,1,0,1,2,3,0,0,0,0,0,0,0,no,
1372,jorge,10 junio 04,6,d,1341,47.4,7.6,47.4,117.6,Conostegia xalapensis,Conastegia_xalapensis,39.2,0,0,0,0,0,0,0,0,0,1,2,0,0,no,
no_rec,gus,11-Mar-10,6,d,nn-133,81,8,81,118,Conostegia xalapensis,Conastegia_xalapensis,14,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,18 de abril 2012,31,d,n-2199,16,9,-16,119,conostegia xalapensis,Conastegia_xalapensis,40,0,0,0,0,0,0,0,0,0,1,0,0,0,no,
1417,jorge,10 junio 04,6,d,1461,164,9.2,164,119.2,Conostegia xalapensis,Conastegia_xalapensis,80,0,0,0,0,0,0,0,0,0,0,1,0,1,no,
7278,jorge,1 septiembre 2004,31,d,7346,227.9,9.6,-227.9,119.6,conostegia xalapensis,Conastegia_xalapensis,23.6,1,0,1,2,3,0,0,0,0,0,1,0,0,no,
no_rec,gus,1-Nov-07,32,i,n-609,58,9.5,-58,120.5,conostegia xalapensis,Conastegia_xalapensis,16,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1608,jorge,14-Jun-04,7,i,1614,80.4,9,80.4,121,Conostegia xalapensis,Conastegia_xalapensis,83.1,0,0,0,0,0,0,0,0,0,0,0,1,2,no,
7358,jorge,1 septiembre 2004,32,i,7282,79.3,8.7,-79.3,121.3,conostegia xalapensis,Conastegia_xalapensis,21,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1606,jorge,14-Jun-04,7,i,1612,78.2,8,78.2,122,Conostegia xalapensis,Conastegia_xalapensis,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,21 de noviembre 2012,7,i,n-2327,41,8,41,122,Conostegia xalapensis,Conastegia_xalapensis,19,0,0,0,0,0,0,0,0,0,0,0,1,0,no,
1619,jorge,14-Jun-04,7,i,1625,100,7.8,100,122.2,Conostegia xalapensis,Conastegia_xalapensis,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7315,jorge,1 septiembre 2004,32,i,7261,2.3,6.7,-2.3,123.3,conostegia xalapensis,Conastegia_xalapensis,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7359,jorge,1 septiembre 2004,32,i,7283,83.3,5.4,-83.3,124.6,conostegia xalapensis,Conastegia_xalapensis,43,0,1,2,0,0,0,0,0,0,0,0,0,0,no,
7338,jorge,1 septiembre 2004,32,i,7272,53.6,3.8,-53.6,126.2,conostegia xalapensis,Conastegia_xalapensis,17,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7361,jorge,1 septiembre 2004,32,i,7285,83.9,3.4,-83.9,126.6,conostegia xalapensis,Conastegia_xalapensis,13,1,0,0,0,0,0,0,0,0,0,0,0,0,no,
7354,jorge,1 septiembre 2004,32,i,7280,79.3,3,-79.3,127,conostegia xalapensis,Conastegia_xalapensis,51.5,0,1,0,1,2,0,0,0,0,0,0,0,0,no,
1789,jorge,14-Jun-04,7,i,1797,346,2.7,346,127.3,Conostegia xalapensis,Conastegia_xalapensis,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,12-Mar-10,7,i,nn-149,358,1.5,358,128.5,Conostegia xalapensis,Conastegia_xalapensis,20,0,0,0,0,0,0,0,0,1,2,3,4,0,no,
no_rec,gus,1-Nov-07,32,i,n-611,22,1,-22,129,conostegia xalapensis,Conastegia_xalapensis,21.8,0,0,0,0,0,0,0,0,0,1,0,0,0,no,
1694,jorge,14-Jun-04,7,d,1700,150,1.7,150,131.7,Conostegia xalapensis,Conastegia_xalapensis,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1632,jorge,14-Jun-04,7,d,1638,64.6,1.8,64.6,131.8,Conostegia xalapensis,Conastegia_xalapensis,97.7,0,0,0,0,0,0,0,0,1,2,3,4,5,no,
no_rec,gus,1-Nov-07,32,d,n-608,56,2.5,-56,132.5,conostegia xalapensis,Conastegia_xalapensis,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Nov-07,32,d,n-607,55,6,-55,136,conostegia xalapensis,Conastegia_xalapensis,22,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1682,jorge,14-Jun-04,7,d,1688,197.1,6.5,197.1,136.5,Conostegia xalapensis,Conastegia_xalapensis,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1701,jorge,14-Jun-04,7,d,1708,124,6.7,124,136.7,Conostegia xalapensis,Conastegia_xalapensis,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,10 de febrero 2012,7,d,n-2033,179,7,179,137,Conostegia xalapensis,Conastegia_xalapensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1698,jorge,14-Jun-04,7,d,1703,143.4,7.3,143.4,137.3,Conostegia xalapensis,Conastegia_xalapensis,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1703,jorge,14-Jun-04,7,d,1709,122.9,7.6,122.9,137.6,Conostegia xalapensis,Conastegia_xalapensis,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,7,d,n-165,204,8,204,138,Conostegia xalapensis,Conastegia_xalapensis,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,12-Mar-10,7,d,nn-140,58,9,58,139,Conostegia xalapensis,Conastegia_xalapensis,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1975,jorge,16-Jun-04,8,i,1981,205.5,9.9,205.5,140.1,Conostegia xalapensis,Conastegia_xalapensis,23,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Sep-07,8,i,n-215,59.5,8.5,59.5,141.5,Conostegia xalapensis,Conastegia_xalapensis,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,12-Mar-10,8,i,nn-162,60,7,60,143,Conostegia xalapensis,Conastegia_xalapensis,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7469,jorge,1 septiembre 2004,33,i,7436,71.2,6.8,-71.2,143.2,conostegia xalapensis,Conastegia_xalapensis,39,0,0,0,0,1,2,3,4,5,6,0,0,0,no,
2011,jorge,16-Jun-04,8,i,2017,27.5,4.8,27.5,145.2,Conostegia xalapensis,Conastegia_xalapensis,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2014,jorge,16-Jun-04,8,i,2020,36.6,4.5,36.6,145.5,Conostegia xalapensis,Conastegia_xalapensis,12.5,0,0,0,0,0,0,0,0,0,1,0,0,0,no,
2049,jorge,16-Jun-04,8,i,2055,73,3,73,147,Conostegia xalapensis,Conastegia_xalapensis,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Sep-07,8,i,n-214,57,2.5,57,147.5,Conostegia xalapensis,Conastegia_xalapensis,24,0,0,0,0,0,1,2,0,0,1,0,0,1,no,
2009,jorge,16-Jun-04,8,i,2015,21.8,1.5,21.8,148.5,Conostegia xalapensis,Conastegia_xalapensis,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7515,jorge,1 septiembre 2004,33,i,7461,209.3,1.3,-209.3,148.7,conostegia xalapensis,Conastegia_xalapensis,15,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Nov-07,33,i,n-616,86,0.5,-86,149.5,conostegia xalapensis,Conastegia_xalapensis,19.2,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
2039,jorge,16-Jun-04,8,d,2045,22,0.3,22,150.3,Conostegia xalapensis,Conastegia_xalapensis,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1988,jorge,16-Jun-04,8,d,1994,232.7,1.7,232.7,151.7,Conostegia xalapensis,Conastegia_xalapensis,93,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2025,jorge,16-Jun-04,8,d,2031,54.6,1.9,54.6,151.9,Conostegia xalapensis,Conastegia_xalapensis,30.7,0,0,0,0,0,0,0,0,0,1,0,0,0,no,
2031,jorge,16-Jun-04,8,d,2037,43.8,1.9,43.8,151.9,Conostegia xalapensis,Conastegia_xalapensis,15,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2047,jorge,16-Jun-04,8,d,2053,1,2.3,1,152.3,Conostegia xalapensis,Conastegia_xalapensis,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
