record,apuntador,fecha,transecto,direcion,placa,x_m,y_m,x_coord,y_coord,species,species_2,circ_cm,y04,y05,y06,y07,y08,y09,y10,y11,y12,y13,y14,y15,y16,sampled,
5392,jorge,3 agosto 2004,22,d,5392,418.1,8.2,418.1,438.2,sapuyul,Sapuyul,22,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5622,jorge,5 agosto 2004,23,i,5633,426.7,7.1,426.7,442.9,sapuyul,Sapuyul,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5607,jorge,5 agosto 2004,23,i,5624,406.8,6.7,406.8,443.3,sapuyul,Sapuyul,24,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5624,jorge,5 agosto 2004,23,i,5634,435,6.4,435,443.6,sapuyul,Sapuyul,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5637,jorge,5 agosto 2004,23,i,5643,440.1,3.5,440.1,446.5,sapuyul,Sapuyul,21,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5604,jorge,5 agosto 2004,23,i,5623,402.1,3.3,402.1,446.7,sapuyul,Sapuyul,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5590,jorge,5 agosto 2004,23,i,5616,378.2,2.7,378.2,447.3,sapuyul,Sapuyul,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5600,jorge,5 agosto 2004,23,i,5621,396.2,2.6,396.2,447.4,sapuyul,Sapuyul,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5615,jorge,5 agosto 2004,23,i,5631,414.2,1.5,414.2,448.5,sapuyul,Sapuyul,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5608,jorge,5 agosto 2004,23,i,5625,406.7,0.1,406.7,449.9,sapuyul,Sapuyul,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5596,jorge,5 agosto 2004,23,d,5588,391.1,0.7,391.1,450.7,sapuyul,Sapuyul,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5612,jorge,5 agosto 2004,23,d,5597,411.4,0.9,411.4,450.9,sapuyul,Sapuyul,17,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5593,jorge,5 agosto 2004,23,d,5587,381.5,2.5,381.5,452.5,sapuyul,Sapuyul,29,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,7-Nov,23,d,n-425,400,5,400,455,sapuyul,Sapuyul,36,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5629,jorge,5 agosto 2004,23,d,5704,434.4,5.6,434.4,455.6,sapuyul,Sapuyul,20,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5621,jorge,5 agosto 2004,23,d,5600,425.6,5.7,425.6,455.7,sapuyul,Sapuyul,24,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5586,jorge,5 agosto 2004,23,d,5582,364.1,6.1,364.1,456.1,sapuyul,Sapuyul,31,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
5599,jorge,5 agosto 2004,23,d,5590,396.1,6.1,396.1,456.1,sapuyul,Sapuyul,27,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5597,jorge,5 agosto 2004,23,d,5589,391.4,6.3,391.4,456.3,sapuyul,Sapuyul,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5589,jorge,5 agosto 2004,23,d,5586,378.8,9.6,378.8,459.6,sapuyul,Sapuyul,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5605,jorge,5 agosto 2004,23,d,5593,404.1,9.6,404.1,459.6,sapuyul,Sapuyul,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5711,jorge,agosto-13-2004,24,i,5746,400.3,7.9,400.3,462.1,sapuyul,Sapuyul,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5913,jorge,agosto-13-2004,24,i,6065,391.2,7.5,391.2,462.5,sapuyul,Sapuyul,23,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5895,jorge,agosto-13-2004,24,i,6057,361.1,7,361.1,463,sapuyul,Sapuyul,31,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5903,jorge,agosto-13-2004,24,i,6061,374.8,6.5,374.8,463.5,sapuyul,Sapuyul,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5887,jorge,agosto-13-2004,24,i,6054,339.3,4,339.3,466,sapuyul,Sapuyul,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5701,jorge,agosto-13-2004,24,i,5740,421.7,3.4,421.7,466.6,sapuyul,Sapuyul,23,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5907,jorge,agosto-13-2004,24,i,6063,383,2.9,383,467.1,sapuyul,Sapuyul,28,0,0,0,0,0,0,0,1,0,0,0,0,0,no,
5708,jorge,agosto-13-2004,24,i,5744,406.7,2.5,406.7,467.5,sapuyul,Sapuyul,22,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5904,jorge,agosto-13-2004,24,d,6107,375.8,0.8,375.8,470.8,sapuyul,Sapuyul,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5915,jorge,agosto-13-2004,24,d,6113,388.1,1.1,388.1,471.1,sapuyul,Sapuyul,29,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5696,jorge,agosto-13-2004,24,d,5668,419.1,2.6,419.1,472.6,sapuyul,Sapuyul,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5705,jorge,agosto-13-2004,24,d,5674,407.6,2.6,407.6,472.6,sapuyul,Sapuyul,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5911,jorge,agosto-13-2004,24,d,6112,382.8,2.6,382.8,472.6,sapuyul,Sapuyul,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5689,jorge,agosto-13-2004,24,d,5666,428,4.6,428,474.6,sapuyul,Sapuyul,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5921,jorge,agosto-13-2004,24,d,6117,393.6,5.1,393.6,475.1,sapuyul,Sapuyul,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5926,jorge,agosto-13-2004,24,d,6122,399.6,5.5,399.6,475.5,sapuyul,Sapuyul,29,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5917,jorge,agosto-13-2004,24,d,6114,390.7,7.1,390.7,477.1,sapuyul,Sapuyul,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5910,jorge,agosto-13-2004,24,d,6110,380.2,7.3,380.2,477.3,sapuyul,Sapuyul,22,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5697,jorge,agosto-13-2004,24,d,5670,419.7,7.5,419.7,477.5,sapuyul,Sapuyul,31,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5707,jorge,agosto-13-2004,24,d,5675,402.3,7.7,402.3,477.7,sapuyul,Sapuyul,25,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5924,jorge,agosto-13-2004,24,d,6120,396.2,9.2,396.2,479.2,sapuyul,Sapuyul,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6118,jorge,agosto-17-2004,25,i,6089,401.3,9.2,401.3,480.8,sapuyul,Sapuyul,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6111,jorge,agosto-17-2004,25,i,6085,382.7,8.2,382.7,481.8,sapuyul,Sapuyul,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6122,jorge,agosto-17-2004,25,i,6092,405.6,4.8,405.6,485.2,sapuyul,Sapuyul,20,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6110,jorge,agosto-17-2004,25,i,6084,381.3,3.9,381.3,486.1,sapuyul,Sapuyul,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6124,jorge,agosto-17-2004,25,i,6093,414.1,3.1,414.1,486.9,sapuyul,Sapuyul,28,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6099,jorge,agosto-17-2004,25,i,6078,355.2,1.1,355.2,488.9,sapuyul,Sapuyul,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6120,jorge,agosto-17-2004,25,d,6142,404.7,0.1,404.7,490.1,sapuyul,Sapuyul,18,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6117,jorge,agosto-17-2004,25,d,6141,397.3,1.8,397.3,491.8,sapuyul,Sapuyul,22,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6109,jorge,agosto-17-2004,25,d,6138,382.1,1.9,382.1,491.9,sapuyul,Sapuyul,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6114,jorge,agosto-17-2004,25,d,6139,389.5,2.2,389.5,492.2,sapuyul,Sapuyul,21,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6314,jorge,18 agosto 2004,26,i,6287,377.6,8.3,377.6,501.7,sapuyul,Sapuyul,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6307,jorge,18 agosto 2004,26,i,6281,365.1,6.4,365.1,503.6,sapuyul,Sapuyul,25,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6309,jorge,18 agosto 2004,26,i,6284,367.2,5.9,367.2,504.1,sapuyul,Sapuyul,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
10092,jorge,12 octubre 2004,52,i,2119,165,7.8,-165,522.2,sapuyul,Sapuyul,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3193,jorge,29-Jun-04,13,d,3203,384.5,0.1,384.5,250.1,sarcillo,Sapuyul,151.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3194,jorge,29-Jun-04,13,d,3204,384,6.8,384,256.8,sarcillo,Sapuyul,129.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8212,jorge,14 septiembre 2004,39,d,230,80.8,7.4,-80.8,277.4,sarcillo,Sapuyul,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
157,stacy,12 mayo 04,1,i,156,280.5,0.5,280.5,9.5,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,255.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
533,jorge,26 mayo 2004,3,i,516,1.2,6.1,1.2,43.9,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,157,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
670,stacy,26 mayo 2004,3,i,679,258.7,2.8,258.7,47.2,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,218,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
921,stacy,28 mayo 2004,4,i,1008,250.2,10,250.2,60,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,187.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
783,stacy,27 mayo 2004,4,i,757,2.3,6.9,2.3,63.1,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,168.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
926,stacy,28 mayo 2004,4,i,1013,264.2,5.6,264.2,64.4,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,194,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
1220,stacy,29 mayo 2004,5,d,1222,243.9,6,243.9,96,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,210.5,0,0,0,0,0,0,0,0,0,0,1,2,3,yes,
1458,jorge,10 junio 04,6,i,1432,284.4,8.7,284.4,101.3,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,141.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7257,jorge,1 septiembre 2004,31,i,7238,174.6,7.4,-174.6,102.6,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,115,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1466,jorge,10 junio 04,6,d,1489,286.8,2.3,286.8,112.3,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,250,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7448,jorge,1 septiembre 2004,33,i,7426,51.1,8,-51.1,142,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,134,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1953,jorge,16-Jun-04,8,i,1959,296,7.8,296,142.2,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,296.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7467,jorge,1 septiembre 2004,33,i,7435,67.6,7.5,-67.6,142.5,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,184,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2072,jorge,16-Jun-04,8,i,2078,179.3,4.3,179.3,145.7,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,192.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7464,jorge,1 septiembre 2004,33,d,7547,64.5,0.4,-64.5,150.4,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,196,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7594,jorge,7 septiembre 2004,34,i,7500,85.4,8.8,-85.4,161.2,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,99,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2181,jorge,21 junio 2004,9,i,2145,175,1.8,175,168.2,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,174,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7702,jorge,7 septiembre 2004,35,d,7660,101.7,0.2,-101.7,190.2,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,152,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7853,jorge,9 septiembre 2004,36,i,7923,176.7,8.1,-176.7,201.9,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,151,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2647,jorge,23 junio 04,11,i,2628,18.7,6.2,18.7,203.8,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,93.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7890,jorge,9 septiembre 2004,36,i,7941,294,3.3,-294,206.7,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,119,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7885,jorge,9 septiembre 2004,36,d,7863,274,9.6,-274,219.6,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,106.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7997,jorge,9 septiembre 2004,37,i,7998,200.2,4.1,-200.2,225.9,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,166,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3080,jorge,28-Jun-04,12,i,3088,133.3,3.1,133.3,226.9,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,154.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8154,jorge,14 septiembre 2004,38,i,167,252.7,9.5,-252.7,240.5,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,156,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8301,jorge,14 septiembre 2004,39,i,340,278.9,0.3,-278.9,269.7,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,100,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8314,jorge,14 septiembre 2004,39,d,285,289.4,1.8,-289.4,271.8,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,181,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8444,jorge,15 septiembre 2004,40,d,450,276,9.6,-276,299.6,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,176,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8592,jorge,15 septiembre 2004,41,d,678,281.9,8.9,-281.9,318.9,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,193,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8763,jorge,28 septiembre 2004,42,i,770,294.6,4.1,-294.6,325.9,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,97,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5002,jorge,21 julio 2004,20,i,5014,467.8,2.7,467.8,387.3,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,166,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5434,jorge,3 agosto 2004,22,d,5515,466.7,1.9,466.7,431.9,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,125.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
10460,jorge,13 octubre 2004,54,d,2474,296.7,3.2,-296.7,573.2,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7085,jorge,25 agosto 2004,30,d,7038,179.3,4.6,179.3,594.6,"Schizolobium parahybum = zope""""""chizo""",Schizolobium_parahybum,182,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,1,d,n-27,440,5,440,15,siquinai,Siquinai,30.5,0,0,0,0,1,0,0,0,0,0,0,0,0,no,
923,stacy,28 mayo 2004,4,i,1010,256.1,9.5,256.1,60.5,"Spondias sp? (ANACARD) = cedrillo""""""pondias s""",Spondias_sp,87.2,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,
3227,jorge,29-Jun-04,13,i,3237,431.8,7.4,431.8,242.6,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,97.9,1,2,3,4,5,6,0,0,0,0,0,0,0,no,
8131,jorge,14 septiembre 2004,38,i,153,219.3,6.3,-219.3,243.7,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,47,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8134,jorge,14 septiembre 2004,38,i,155,224.3,1.3,-224.3,248.7,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8132,jorge,14 septiembre 2004,38,d,96,224.1,1.6,-224.1,251.6,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,118.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,7-Dec,38,d,n-647,226,6.7,-226,256.7,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8285,jorge,14 septiembre 2004,39,i,333,258.5,5.8,-258.5,264.2,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,64,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5914,jorge,agosto-13-2004,24,i,6066,389,0.8,389,469.2,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6093,jorge,agosto-17-2004,25,d,6129,343.6,8.7,343.6,498.7,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6270,jorge,18 agosto 2004,26,d,6321,265.6,1.4,265.6,511.4,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,137,0,0,0,0,0,0,0,0,1,2,3,0,0,no,
6410,jorge,19 agosto 2004,27,i,6423,408.5,7.5,408.5,522.5,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,94.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
10020,jorge,12 octubre 2004,52,d,2057,5,5.3,-5,535.3,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6589,jorge,20-Aug-04,28,d,6590,337.2,3.2,337.2,553.2,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,99,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6581,jorge,20-Aug-04,28,d,6585,319.5,9.5,319.5,559.5,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,75,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6911,jorge,24 agosto 2004,29,i,6960,302.6,8.3,302.6,561.7,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,39,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6916,jorge,24 agosto 2004,29,i,6964,331.2,4.5,331.2,565.5,"Syzygium jambos pomarosa""""""yzygium j""",Syzygium_jambos_pomarosa,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5,stacy,11 mayo 04,1,i,5,12.7,2,12.7,8,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
54,stacy,11 mayo 04,1,d,54,9,4.6,9,14.6,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
649,stacy,26 mayo 2004,3,d,646,106.4,2.3,106.4,52.3,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,71.5,0,0,0,0,0,0,0,0,0,0,0,1,2,no,
647,stacy,26 mayo 2004,3,d,644,107.4,2.8,107.4,52.8,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,96,0,0,0,0,0,0,0,0,0,0,0,1,2,no,
583,jorge,26 mayo 2004,3,d,605,58.8,7.5,58.8,57.5,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,141,0,0,0,0,0,0,0,0,1,2,3,4,5,no,
794,stacy,27 mayo 2004,4,i,767,38.6,5.9,38.6,64.1,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,109.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,11-Mar-10,6,i,nn-136,45,8.5,45,101.5,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1580,jorge,14-Jun-04,7,i,1543,17.2,3.4,17.2,126.6,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,29,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,7,d,n-158,36.8,8.1,36.8,138.1,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,16.7,0,0,0,0,0,0,1,2,3,4,0,0,0,no,
7429,jorge,1 septiembre 2004,33,i,7419,12.9,6.6,-12.9,143.4,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Sep-07,8,i,n-190,482,5,482,145,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,34,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1891,jorge,16-Jun-04,8,d,1896,496.8,2,496.8,152,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7693,jorge,7 septiembre 2004,35,i,7753,75.7,7.3,-75.7,182.7,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7714,jorge,7 septiembre 2004,35,d,7666,137.9,6.8,-137.9,196.8,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,46,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2699,jorge,23 junio 04,11,d,2709,76.1,3.4,76.1,213.4,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,270,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8080,jorge,14 septiembre 2004,38,d,71,123.4,9.8,-123.4,259.8,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8328,jorge,15 septiembre 2004,40,i,354,24.1,4.2,-24.1,285.8,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,46,0,0,0,0,0,0,0,0,1,2,0,0,0,no,
8415,jorge,15 septiembre 2004,40,i,395,227.8,0.4,-227.8,289.6,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,113,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8586,jorge,15 septiembre 2004,41,d,675,260.2,8.7,-260.2,318.7,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,75.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,27 de abril 2010,44,i,nn-607,245,8.5,-245,361.5,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,19,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
4722,jorge,19-Jul-04,19,d,4662,336.3,0,336.3,370,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,177,0,0,0,0,0,1,0,0,0,0,0,0,0,no,
9017,jorge,29 septiembre 200,44,d,1052,172.1,6.5,-172.1,376.5,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,131.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5208,jorge,28 julio 2004,21,d,5306,432.5,4.6,432.5,414.6,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,129.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,7-Dec,46,d,n-749,285,7,-285,417,"tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,25,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
5397,jorge,3 agosto 2004,22,i,5414,426.8,7,426.8,423,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6106,jorge,agosto-17-2004,25,i,6083,380.3,7.4,380.3,482.6,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,151,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6103,jorge,agosto-17-2004,25,d,6135,373.7,2.7,373.7,492.7,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,197,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6303,jorge,18 agosto 2004,26,i,6279,361.1,8.9,361.1,501.1,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,219.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6298,jorge,18 agosto 2004,26,i,6277,354.4,0.5,354.4,509.5,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,202.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
10076,jorge,12 octubre 2004,52,d,2086,108,0,-108,530,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,128.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6544,jorge,19 agosto 2004,27,d,6566,194,0.6,194,530.6,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,232,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6391,jorge,19 agosto 2004,27,d,6387,456.9,8.1,456.9,538.1,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,146,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6632,jorge,20-Aug-04,28,i,6631,448.5,6.7,448.5,543.3,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,77,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
6637,jorge,20-Aug-04,28,i,6633,458.3,3.8,458.3,546.2,"Tabebuia ? = primavera""""""abebuia ? """,Tabebuia_primavera,63,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
